ID_NAME_PAIR,NUM_REGISTERED_VOTERS
"('620360', 'NEW BRIGHTON P-7')",2030
"('460185', 'TRIMONT')",418
"('690120', 'COLVIN TWP.')",219
"('720090', 'NEW AUBURN CITY')",220
"('350050', 'HALLOCK TWP')",70
"('30020', 'BURLINGTON TWP')",944
"('270730', 'EDEN PRAIRIE P-09')",2350
"('271570', 'MINNEAPOLIS W-5 P-04')",1381
"('272580', 'RICHFIELD W-1 P-04')",2226
"('120090', 'MONTEVIDEO P-2')",1337
"('272455', 'PLYMOUTH W-2 P-12')",1521
"('310310', 'SAND LAKE TWP')",116
"('110270', 'THUNDER LAKE TWP')",215
"('840080', 'FOXHOME CITY')",78
"('490075', 'GENOLA')",39
"('70110', 'MANKATO W-05 P-04')",400
"('550166', 'ROCHESTER W4 P7')",1332
"('490030', 'BUCKMAN TOWNSHIP')",375
"('690660', 'HIBBING W-D P-10')",1561
"('220045', 'DELAVAN')",101
"('310120', 'FEELEY TWP')",206
"('450180', 'NEW FOLDEN TWP.')",132
"('310010', 'ARBO TWP')",574
"('620410', 'NORTH ST. PAUL P-3')",1800
"('860065', 'CORINNA TWP')",1670
"('550122', 'ROCHESTER W2 P1')",1058
"('270300', 'BROOKLYN PARK W-C P-1')",1345
"('22710', 'RAMSEY W-2 P-2')",2679
"('450005', 'AGDER TWP.')",59
"('620500', 'ROSEVILLE P-08')",2184
"('560015', 'AURDAL TWP')",1008
"('680030', 'DEER TOWNSHIP')",72
"('271730', 'MINNEAPOLIS W-8 P-07')",2934
"('230020', 'BLOOMFIELD TWP.')",215
"('80135', 'SLEEPY EYE W-1')",801
"('271335', 'MAPLE PLAIN  P-01')",997
"('130100', 'TAYLORS FALLS')",633
"('830005', 'ADRIAN TWP')",113
"('710060', 'ELK RIVER W4 P4A')",1929
"('800120', 'WADENA TWP.')",542
"('621770', 'WHITE BEAR LAKE W-4 P-1')",2786
"('50030', 'GRAHAM TWP')",369
"('272830', 'ST LOUIS PARK W-3 P-09')",1785
"('770195', 'WYKEHAM TWP')",213
"('470045', 'DARWIN TWP.')",452
"('250170', 'ROSCOE TWP.')",514
"('480105', 'PEASE')",122
"('210020', 'ALEXANDRIA W-4')",1581
"('22105', 'LEXINGTON P-1')",1105
"('191800', 'EAGAN P-10')",1702
"('20045', 'ANDOVER P-9')",1934
"('560390', 'ST OLAF TWP')",244
"('770055', 'EAGLE BEND')",299
"('850140', 'WARREN TWP')",369
"('10080', 'JEVNE TWP')",194
"('680010', 'BARNETT TOWNSHIP')",86
"('50056', 'MINDEN TWP P-2')",5
"('340050', 'GENNESSEE TWP.')",254
"('10255', 'UNORG 48-27 (BLIND LAKE UNORG)')",22
"('540085', 'LAKE IDA TWP.')",96
"('690265', 'DULUTH P-23')",1561
"('22605', 'RAMSEY W-1 P-1')",2900
"('320145', 'WILDER')",32
"('730270', 'ST CLOUD W1 P3')",866
"('530065', 'INDIAN LAKE TWP.')",142
"('194980', 'WEST ST PAUL W-3 P-2')",2503
"('150080', 'LEONARD CITY')",20
"('240075', 'BANCROFT TWP.')",629
"('490155', 'MOUNT MORRIS TOWNSHIP')",48
"('570040', 'HIGHLANDING TWP')",113
"('850042', 'GOODVIEW P-2B')",167
"('450140', 'MCCREA TWP.')",153
"('650170', 'TROY TWP.')",164
"('272335', 'NEW HOPE P-08')",1693
"('240050', 'ALBERT LEA W-6 P-1')",1355
"('680055', 'GOLDEN VALLEY TOWNSHIP')",98
"('550005', 'BYRON')",3388
"('620320', 'MOUNDS VIEW P-4')",1341
"('550015', 'CHATFIELD')",691
"('450040', 'BOXVILLE TWP.')",28
"('130086', 'SHAFER TWP P-B')",29
"('580045', 'BRUNO')",47
"('690570', 'GRAND LAKE TWP.')",1804
"('300055', 'OXFORD TWP')",605
"('820425', 'WOODBURY P-11')",2997
"('270060', 'BLOOMINGTON W-2 P-24')",1831
"('271960', 'MINNEAPOLIS W-13 P-01')",2277
"('840115', 'NILSEN TWP.')",41
"('650140', 'OSCEOLA TWP.')",88
"('310095', 'DEER RIVER P-1')",3
"('550040', 'EYOTA TWP.')",326
"('140245', 'SKREE TWP')",115
"('600420', 'TABOR TWP.')",75
"('650105', 'HENRYVILLE TWP.')",118
"('80035', 'EDEN TWP')",165
"('500010', 'ADAMS TWP.')",286
"('270720', 'EDEN PRAIRIE P-07')",1792
"('310280', 'NASHWAUK')",579
"('191780', 'EAGAN P-08')",2680
"('271705', 'MINNEAPOLIS W-8 P-02')",2752
"('40075', 'ECKLES TWP')",849
"('590020', 'EDEN TWP.')",161
"('660130', 'WALCOTT TWP.')",656
"('110230', 'REMER')",225
"('670105', 'SPRINGWATER TWP')",141
"('730290', 'ST CLOUD W1 P7')",1348
"('690645', 'HIBBING W-B P-7')",396
"('490070', 'FLENSBURG')",140
"('700045', 'JACKSON TWP.')",676
"('160015', 'GRAND MARAIS WEST PREC 6')",424
"('280110', 'SPRING GROVE TWP.')",247
"('30160', 'PINE POINT TWP')",104
"('350165', 'SPRING BROOK TWP')",35
"('340225', 'WILLMAR W-4 P-2')",591
"('21305', 'COON RAPIDS W-4 P-1')",1787
"('621210', 'ST. PAUL W-5 P-06')",1789
"('272135', 'MINNETONKA W-2 P-D')",2092
"('110160', 'LOON LAKE TWP')",343
"('272247', 'MINNETRISTA P-3A')",1177
"('850075', 'MOUNT VERNON TWP')",149
"('240130', 'GLENVILLE')",397
"('490005', 'AGRAM TOWNSHIP')",357
"('621580', 'SHOREVIEW P-1')",1361
"('40035', 'BEMIDJI W-4')",1421
"('193710', 'NININGER TWP')",599
"('420075', 'LUCAS TWP')",132
"('460035', 'FAIRMONT W-1 P-1')",680
"('550184', 'ROCHESTER W5 P7')",2106
"('310335', 'STOKES TWP')",145
"('730305', 'ST CLOUD W3 P1')",1684
"('191610', 'DOUGLAS TWP')",491
"('400025', 'ELYSIAN')",430
"('560200', 'FERGUS FALLS W-4 P-1')",1039
"('191120', 'APPLE VALLEY P-12')",2506
"('730434', 'SPRING HILL')",49
"('290140', 'STRAIGHT RIVER TWP.')",452
"('530075', 'LARKIN TWP.')",102
"('740050', 'MEDFORD')",729
"('330085', 'PEACE TWP.')",567
"('290035', 'FARDEN TWP. P-1')",565
"('70175', 'MANKATO W-02 P-17')",330
"('820440', 'WOODBURY P-14')",1748
"('400020', 'DERRYNANE TWP.')",350
"('460010', 'CENTER CREEK TWP.')",141
"('620330', 'NEW BRIGHTON P-1')",1717
"('300065', 'SPRINGVALE TWP')",976
"('730030', 'BELGRADE')",372
"('300045', 'MAPLE RIDGE TWP')",488
"('600320', 'LESSOR TWP.')",114
"('10020', 'BALSAM TWP')",21
"('700145', 'SHAKOPEE P-9')",1311
"('340160', 'SPICER')",733
"('560450', 'WESTERN TWP')",77
"('272500', 'PLYMOUTH W-4 P-21')",2041
"('300025', 'CAMBRIDGE TWP')",1550
"('40120', 'KELLIHER')",146
"('650065', 'EMMET TWP.')",123
"('560355', 'PELICAN RAPIDS')",1067
"('540005', 'ADA W-1')",497
"('272230', 'MINNETONKA BEACH P-01')",395
"('770126', 'LONG PRAIRIE')",1299
"('450285', 'WARRENTON TWP.')",61
"('300060', 'SPENCER BROOK TWP')",1072
"('194950', 'WEST ST PAUL W-2 P-2')",1391
"('820025', 'BAYPORT')",1455
"('390030', '0030 - 3-A UNORG')",215
"('670020', 'CLINTON TWP')",152
"('560070', 'COMPTON TWP')",414
"('271080', 'HANOVER P-1')",402
"('610145', 'WESTPORT TWP.')",153
"('271775', 'MINNEAPOLIS W-9 P-06')",2297
"('300015', 'BRAHAM CITY')",892
"('820040', 'COTTAGE GROVE P-01')",1895
"('620140', 'MAPLEWOOD P-02')",1443
"('180245', 'PERRY LAKE TWP')",209
"('600245', 'GROVE PARK-TILDEN TWP')",156
"('220165', 'WINNEBAGO TWP.')",110
"('621780', 'WHITE BEAR LAKE W-5 P-1')",3139
"('730310', 'ST CLOUD W3 P3')",2251
"('380005', 'BEAVER BAY')",91
"('450055', 'COMSTOCK TWP.')",71
"('271210', 'MAPLE GROVE P-05')",1881
"('320010', 'ALPHA')",62
"('480070', 'MILACA')",1599
"('490145', 'MOTLEY')",316
"('560020', 'BATTLE LAKE')",527
"('610140', 'WESTPORT')",22
"('90015', 'BARNUM')",301
"('430045', 'GLENCOE CITY P-4')",705
"('230180', 'SUMNER TWP.')",332
"('580015', 'ASKOV')",184
"('621220', 'ST. PAUL W-5 P-07')",1141
"('621360', 'ST. PAUL W-6 P-08')",1496
"('690445', 'ELMER TWP.')",82
"('500115', 'GRAND MEADOW TWP.')",208
"('210105', 'LAKE MARY TWP.')",756
"('21610', 'FRIDLEY W-1 P-2')",1273
"('360060', 'INTERNATIONAL FALLS - WEST WARD')",1253
"('620810', 'ST. PAUL W-2 P-14')",1630
"('490140', 'MORRILL TOWNSHIP')",388
"('560350', 'PELICAN TWP')",428
"('730307', 'ST CLOUD W3 P2')",1736
"('770180', 'VILLARD TWP')",383
"('310247', 'MARBLE')",358
"('272845', 'ST LOUIS PARK W-3 P-12')",2644
"('730190', 'MUNSON TWP P-1')",464
"('230175', 'SPRING VALLEY TWP.')",334
"('240025', 'ALBERT LEA W-3 P-1')",1842
"('260005', 'ASHBY')",267
"('370150', 'RIVERSIDE TWP.')",191
"('720020', 'BISMARCK TWP.')",153
"('640170', 'THREE LAKES TWP.')",113
"('390045', '0045 - 5-B ZIPPEL UNORG')",80
"('191795', 'EAGAN P-9B')",1134
"('580215', 'SANDSTONE TWP.')",443
"('730120', 'HOLDINGFORD')",423
"('271005', 'GOLDEN VALLEY P-4')",1767
"('670030', 'HARDWICK')",87
"('272910', 'WAYZATA P-01')",3208
"('194240', 'ROSEMOUNT P-4')",1661
"('530025', 'BREWSTER')",252
"('180160', 'IRONDALE TWP.')",746
"('550156', 'ROCHESTER W4 P2')",645
"('450120', 'HOLT TWP.')",73
"('20305', 'BLAINE W-1 P-1')",1422
"('750020', 'DARNEN TWP.')",163
"('40270', 'TURTLE RIVER TWP')",841
"('30200', 'SPRING CREEK TWP')",51
"('280070', 'LA CRESCENT P-1')",1550
"('690035', 'BABBITT')",947
"('770155', 'ROUND PRAIRIE TWP')",373
"('790015', 'ELGIN CITY')",606
"('621200', 'ST. PAUL W-5 P-05')",1803
"('100065', 'COLOGNE')",1054
"('200052', 'KASSON P-3')",746
"('10025', 'BEAVER TWP')",41
"('150085', 'MINERVA TWP')",142
"('90120', 'PERCH LAKE TWP')",574
"('490065', 'ELMDALE TOWNSHIP')",603
"('280080', 'LA CRESCENT TWP.')",818
"('560180', 'FERGUS FALLS W-2 P-1')",1020
"('410045', 'HOPE TWP')",175
"('250215', 'ZUMBROTA P-2')",1176
"('610045', 'GLENWOOD P-1')",1320
"('170125', 'WESTBROOK TWP')",147
"('790120', 'PLAINVIEW P-1')",1073
"('140020', 'BARNESVILLE CITY W-3')",501
"('600190', 'FARLEY TWP.')",26
"('310340', 'SUGAR LAKE PREC')",782
"('600275', 'HILL RIVER TWP.')",112
"('271150', 'INDEPENDENCE P-01')",2586
"('450195', 'OAK PARK TWP.')",78
"('30220', 'TWO INLETS TWP')",181
"('720030', 'DRYDEN TWP.')",186
"('460135', 'MANYASKA TWP.')",225
"('191320', 'BURNSVILLE P-12')",1813
"('20310', 'BLAINE W-1 P-2')",1618
"('820150', 'HUGO W-2 P-2A')",392
"('330010', 'ARTHUR TWP.')",1138
"('820250', 'OAKDALE P-6')",2147
"('340230', 'WILLMAR W-4 P-3')",949
"('680025', 'CEDARBEND TOWNSHIP')",90
"('370165', 'YELLOW BANK TWP.')",88
"('350080', 'JUPITER TWP')",67
"('22225', 'LINO LAKES P-5')",1258
"('630010', 'BROWNS CREEK TWP.')",29
"('400050', 'KILKENNY')",86
"('310225', 'LAKE JESSIE TWP')",162
"('780085', 'WHEATON P-1')",385
"('192110', 'EUREKA TWP')",1027
"('40145', 'LIBERTY TWP')",464
"('340055', 'GREEN LAKE TWP.')",1088
"('830070', 'ODIN')",70
"('770135', 'LONG PRAIRIE TWP')",530
"('620600', 'ST. PAUL W-1 P-07')",1459
"('600105', 'CROOKSTON TWP.')",302
"('820065', 'COTTAGE GROVE P-06')",2030
"('200065', 'MILTON TWP.')",469
"('690055', 'BIWABIK')",603
"('350100', 'LANCASTER')",208
"('770040', 'BURNHAMVILLE TWP')",477
"('510045', 'DOVRAY TWP')",102
"('620790', 'ST. PAUL W-2 P-12')",1697
"('850100', 'ROLLINGSTONE')",430
"('270850', 'EDINA P-01A')",1928
"('730015', 'ASHLEY TWP')",156
"('670095', 'MOUND TWP')",123
"('191820', 'EAGAN P-12')",1329
"('660125', 'SHIELDSVILLE TWP.')",735
"('600415', 'SULLIVAN TWP.')",96
"('180105', 'DEERWOOD CITY')",275
"('440060', 'MARSH CREEK TWP')",79
"('600040', 'BRISLET TWP.')",26
"('170140', 'WINDOM W-2 P-1')",480
"('560340', 'PARKERS PRAIRIE')",587
"('740075', 'OWATONNA W-1 P-2')",1698
"('620770', 'ST. PAUL W-2 P-10')",79
"('691136', 'WHITE TWP. P-3')",453
"('510060', 'FULDA')",741
"('820080', 'COTTAGE GROVE P-09')",2067
"('620560', 'ST. PAUL W-1 P-03')",1834
"('40015', 'BEMIDJI TWP')",1734
"('90085', 'HOLYOKE TWP')",145
"('290040', 'FERN TWP.')",162
"('630035', 'LAKE PLEASANT TWP.')",71
"('50120', 'WATAB TWP')",1952
"('110188', 'OTTERTAIL PENINSULA TWP')",45
"('110130', 'INGUADONA TWP')",130
"('290060', 'HENDRICKSON TWP.')",186
"('840060', 'CAMPBELL TWP.')",34
"('270925', 'EDINA P-15C')",1782
"('800055', 'NORTH GERMANY TWP.')",186
"('730095', 'FREEPORT')",426
"('90025', 'BESEMAN TWP')",66
"('710015', 'BECKER TWP')",3208
"('560035', 'BLUFFTON TWP')",257
"('110180', 'MEADOW BROOK TWP')",105
"('860185', 'WAVERLY')",836
"('270055', 'BLOOMINGTON W-2 P-23')",2141
"('540040', 'GARY')",106
"('760110', 'MOYER TWP.')",56
"('194610', 'VERMILLION CITY')",287
"('480110', 'PRINCETON')",2576
"('23105', 'SPRING LAKE PARK P-1A')",991
"('490105', 'LAKIN TOWNSHIP')",280
"('140214', 'MOORHEAD CITY W-4 P-12')",1844
"('710145', 'ELK RIVER W4 P4B')",1618
"('220110', 'MINNESOTA LAKE')",402
"('70055', 'JAMESTOWN TWP')",444
"('710150', 'LIVONIA TWP P2')",2215
"('420115', 'MARSHALL W-3')",2179
"('450130', 'LINCOLN TWP.')",58
"('640185', 'VESTA')",148
"('272855', 'ST LOUIS PARK W-4 P-14')",2814
"('50090', 'ST GEORGE TWP')",729
"('210140', 'MOE TWP.')",552
"('20815', 'COLUMBIA HEIGHTS P-3')",1407
"('691125', 'WAASA TWP.')",160
"('530050', 'GRAHAM LAKES TWP.')",143
"('320020', 'CHRISTIANIA TWP.')",195
"('730335', 'ST CLOUD W4 P2')",634
"('750035', 'ELDORADO TWP.')",68
"('520080', 'NORTH MANKATO P-3')",1243
"('621550', 'ST. PAUL W-7 P-13')",1840
"('180055', 'BREEZY POINT CITY')",1654
"('830030', 'FIELDON TWP')",118
"('330005', 'ANN LAKE TWP.')",249
"('20040', 'ANDOVER P-8')",1880
"('90100', 'LAKEVIEW TWP')",114
"('580195', 'POKEGAMA TWP.')",1700
"('180090', 'DAGGETT BROOK TWP')",326
"('10170', 'SEAVEY TWP')",40
"('150125', 'SINCLAIR TWP')",95
"('272140', 'MINNETONKA W-2 P-E')",1691
"('10015', 'BALL BLUFF TWP')",175
"('150030', 'DUDLEY TWP')",218
"('80040', 'EVAN')",42
"('500140', 'LYLE')",279
"('270555', 'CRYSTAL W-1 P-02')",855
"('690735', 'HOYT LAKES')",1288
"('670070', 'LUVERNE W-2 SW')",350
"('191790', 'EAGAN P-9A')",2691
"('272800', 'ST LOUIS PARK W-1 P-03')",1137
"('740155', 'SUMMIT TWP.')",269
"('560145', 'ELIZABETH TWP')",567
"('270755', 'EDEN PRAIRIE P-14')",2675
"('620580', 'ST. PAUL W-1 P-05')",1297
"('430110', 'PENN TOWNSHIP')",195
"('30100', 'FRAZEE')",620
"('70260', 'VERNON CENTER TWP')",146
"('272840', 'ST LOUIS PARK W-3 P-11')",1511
"('390070', '0070 - 5-C NW ANGLE')",104
"('450166', 'MUD LAKE UNORG')",0
"('180120', 'FAIRFIELD TWP')",233
"('360005', 'BIG FALLS CITY')",141
"('710130', 'ELK RIVER W1 P1B')",2012
"('480120', 'SOUTH HARBOR TWP.')",472
"('380035', 'FALL LAKE TWP.')",513
"('850015', 'DRESBACH TWP.')",290
"('191810', 'EAGAN P-11')",1454
"('690165', 'DULUTH P-6')",2615
"('630005', 'BROOKS')",66
"('820265', 'OAK PARK HEIGHTS P-1')",1109
"('170130', 'WINDOM W-1 P-1')",602
"('520090', 'NORTH MANKATO P-5')",1534
"('272090', 'MINNETONKA W-1 P-A')",1659
"('690133', 'CRANE LAKE TWP.')",80
"('620345', 'NEW BRIGHTON P-4')",2108
"('100105', 'NORWOOD YOUNG AMERICA')",2123
"('600085', 'CROOKSTON W-5')",567
"('140255', 'TANSEM TWP')",167
"('640020', 'CLEMENTS')",86
"('450205', 'PARKER TWP.')",22
"('660080', 'NORTHFIELD W-1 P-1')",1204
"('800090', 'THOMASTOWN TWP.')",513
"('240090', 'CLARKS GROVE')",396
"('710110', 'ZIMMERMAN P-1')",1494
"('540035', 'FOSSUM TWP.')",83
"('550065', 'MARION TWP. P-1')",2545
"('271630', 'MINNEAPOLIS W-6 P-06')",1400
"('680095', 'LIND TOWNSHIP')",34
"('640085', 'MORGAN TWP.')",178
"('10200', 'VERDON TWP')",30
"('272615', 'RICHFIELD W-3 P-09')",2645
"('570095', 'ST HILAIRE')",144
"('170060', 'JEFFERS')",170
"('560250', 'HOMESTEAD TWP')",213
"('691040', 'VIRGINIA P-1')",1139
"('270675', 'DEEPHAVEN P-01')",1280
"('560445', 'WADENA P-4')",81
"('271280', 'MAPLE GROVE P-19')",1404
"('400005', 'CLEVELAND')",456
"('430030', 'GLENCOE CITY P-1')",757
"('180285', 'TROMMALD CITY')",55
"('590015', 'BURKE TWP.')",139
"('580150', 'NICKERSON TWP.')",97
"('300020', 'CAMBRIDGE WEST - P1')",2827
"('193430', 'MENDOTA HTS P-3')",1867
"('80145', 'SPRINGFIELD W-1')",560
"('440090', 'LITTLE ELBOW TWP')",117
"('620720', 'ST. PAUL W-2 P-05')",2277
"('490205', 'RIPLEY TOWNSHIP')",453
"('400040', 'KASOTA')",364
"('260025', 'ELBOW LAKE TWP')",94
"('720115', 'WASHINGTON LAKE TWP.')",313
"('280120', 'WILMINGTON TWP.')",259
"('60056', 'JOHNSON')",22
"('70240', 'SKYLINE')",226
"('390035', '0035 - 3-D FOREST UNORG')",58
"('621140', 'ST. PAUL W-4 P-15')",1505
"('50095', 'SARTELL P-2')",1253
"('621080', 'ST. PAUL W-4 P-09')",1611
"('620620', 'ST. PAUL W-1 P-09')",2146
"('700092', 'PRIOR LAKE P-5')",2606
"('740025', 'CLINTON FALLS TWP.')",267
"('560205', 'FERGUS FALLS W-4 P-2')",990
"('420145', 'RUSSELL')",209
"('271500', 'MINNEAPOLIS W-3 P-09')",2309
"('710045', 'ELK RIVER W1 P1A')",1666
"('70040', 'EAGLE LAKE')",1670
"('270370', 'BROOKLYN PARK W-E P-6A')",2085
"('780050', 'PARNELL TWP.')",35
"('340030', 'DOVRE TWP.')",1458
"('120050', 'LONE TREE TWP')",140
"('490160', 'PARKER TOWNSHIP')",265
"('780015', 'CLIFTON TWP.')",45
"('272415', 'PLYMOUTH W-1 P-04')",2078
"('80080', 'NEW ULM W-1 P-1')",838
"('800075', 'SEBEKA')",355
"('160055', 'CROFTVILLE PREC 4')",161
"('271675', 'MINNEAPOLIS W-7 P-07')",1097
"('130050', 'LENT TWP')",2033
"('530165', 'WORTHINGTON W-1 P-4')",219
"('600330', 'LOWELL TWP.')",96
"('850005', 'ALTURA')",254
"('620800', 'ST. PAUL W-2 P-13')",1440
"('120110', 'ROSEWOOD TWP')",201
"('130020', 'CHISAGO CITY')",3429
"('272170', 'MINNETONKA W-3 P-F')",2203
"('760010', 'APPLETON TWP.')",127
"('720045', 'GIBBON')",410
"('140157', 'MOORHEAD CITY W-1 P-1B')",867
"('193310', 'MENDOTA CITY')",127
"('621660', 'VADNAIS HEIGHTS P-1')",1664
"('40295', 'WILTON')",153
"('110187', 'MOTLEY')",9
"('40250', 'TEN LAKE TWP')",514
"('410065', 'LAKE STAY TWP')",95
"('570065', 'NUMEDAL TWP')",53
"('700050', 'JORDAN P-1')",2146
"('830040', 'LEWISVILLE')",126
"('21805', 'FRIDLEY W-3 P-1')",1385
"('710140', 'ELK RIVER W3 P3B')",2296
"('30180', 'RUNEBERG TWP')",273
"('690145', 'DULUTH P-2')",1441
"('21220', 'COON RAPIDS W-3 P-4')",1669
"('271915', 'MINNEAPOLIS W-12 P-03')",2735
"('210027', 'ALEXANDRIA W-5 P-2')",1207
"('590070', 'OSBORNE TWP.')",194
"('550206', 'ROCHESTER W6 P7')",1585
"('140170', 'MOORHEAD CITY W-2 P-4')",2460
"('540095', 'LOCKHART TWP.')",36
"('140250', 'SPRING PRAIRIE TWP')",152
"('730340', 'ST CLOUD W4 P3')",770
"('272575', 'RICHFIELD W-1 P-03')",2689
"('20125', 'ANOKA P-5')",1173
"('830020', 'BUTTERFIELD TWP')",145
"('180150', 'GARRISON TWP')",585
"('660120', 'RICHLAND TWP.')",240
"('270365', 'BROOKLYN PARK W-E P-5')",746
"('10180', 'SPALDING TWP')",128
"('280020', 'CALEDONIA P-1')",732
"('550070', 'NEW HAVEN TWP.')",896
"('140010', 'BARNESVILLE CITY W-1')",527
"('272110', 'MINNETONKA W-1 P-E')",1160
"('300075', 'STANFORD TWP')",1549
"('700015', 'BLAKELEY TWP.')",297
"('630050', 'OKLEE')",176
"('310327', 'SPLITHAND TWP')",153
"('780035', 'LAKE VALLEY TWP.')",152
"('271585', 'MINNEAPOLIS W-5 P-07')",2018
"('820300', 'ST. PAUL PARK P-4')",1022
"('400015', 'CORDOVA TWP.')",312
"('70080', 'LINCOLN TWP')",132
"('610040', 'GILCHRIST TWP.')",149
"('240100', 'EMMONS')",221
"('760130', 'SIX MILE GROVE TWP.')",103
"('270355', 'BROOKLYN PARK W-E P-3')",1186
"('21815', 'FRIDLEY W-3 P-3')",980
"('690881', 'UNORG. PRCT. 18')",58
"('20840', 'COLUMBIA HEIGHTS P-8')",1297
"('110015', 'BARCLAY TWP')",292
"('380120', 'UNORG TERR NO 2 PREC 2')",440
"('400010', 'CLEVELAND TWP.')",500
"('60075', 'ODESSA TWP')",88
"('830065', 'NELSON TWP')",177
"('480040', 'GREENBUSH TWP.')",732
"('710070', 'LIVONIA TWP P1')",1428
"('660060', 'LONSDALE CITY')",2300
"('260020', 'ELBOW LAKE')",744
"('10290', 'NW AITKIN UNORG P-1')",56
"('360175', 'WEST KOOCHICHING')",0
"('310200', 'HARRIS TWP')",2115
"('272595', 'RICHFIELD W-2 P-06')",2642
"('560420', 'TUMULI TWP')",292
"('840065', 'CHAMPION TWP')",38
"('271530', 'MINNEAPOLIS W-4 P-06')",1930
"('690200', 'DULUTH P-12')",1669
"('610055', 'GLENWOOD TWP.')",714
"('194940', 'WEST ST PAUL W-2 P-1')",2649
"('280065', 'JEFFERSON TWP.')",69
"('340060', 'HARRISON TWP.')",374
"('640215', 'WESTLINE TWP.')",104
"('780090', 'WHEATON P-2')",440
"('271535', 'MINNEAPOLIS W-4 P-07')",1743
"('860005', 'ALBERTVILLE')",4197
"('820120', 'FOREST LAKE P-4')",1904
"('820365', 'WHITE BEAR LAKE W-4 P-2')",246
"('590060', 'IHLEN')",37
"('271965', 'MINNEAPOLIS W-13 P-02')",1211
"('690540', 'FREDENBERG TWP.')",1050
"('290152', 'TODD TWP. P-2')",49
"('271000', 'GOLDEN VALLEY P-3')",1576
"('550066', 'MARION TWP. P-2')",8
"('690100', 'CHISHOLM')",2632
"('500125', 'LE ROY')",533
"('140030', 'COMSTOCK CITY')",53
"('170015', 'ANN TWP')",116
"('310090', 'DEER LAKE PREC')",470
"('10070', 'HILL LAKE TWP')",247
"('580020', 'BARRY TWP.')",306
"('270645', 'DAYTON P-02')",561
"('680190', 'STRATHCONA')",22
"('621520', 'ST. PAUL W-7 P-10')",1411
"('600120', 'EAST GRAND FORKS W-2')",1015
"('850145', 'WHITEWATER TWP')",120
"('20050', 'ANDOVER P-10')",2283
"('330080', 'OGILVIE')",218
"('110190', 'PIKE BAY TWP')",683
"('271956', 'MINNEAPOLIS W-12 P-12')",2609
"('20540', 'BLAINE W-3 P-8')",881
"('640090', 'NEW AVON TWP.')",137
"('22805', 'RAMSEY W-3 P-1')",2636
"('340202', 'WILLMAR W-2 P-4')",0
"('620670', 'ST. PAUL W-1 P-14')",882
"('272260', 'MOUND P-3')",1615
"('191860', 'EAGAN P-16')",2545
"('272505', 'PLYMOUTH W-4 P-22')",2145
"('60010', 'ALMOND TWP')",71
"('470030', 'COSMOS TWP.')",135
"('250060', 'GOODHUE TWP.')",309
"('680170', 'SOLER TOWNSHIP')",74
"('30185', 'SAVANNAH TWP')",109
"('290115', 'NEVIS TWP.')",722
"('10240', 'NE AITKIN UNORG')",29
"('230130', 'PILOT MOUND TWP.')",226
"('770175', 'TURTLE CREEK TWP')",189
"('30145', 'MAPLE GROVE TWP')",227
"('250195', 'WANAMINGO TWP.')",304
"('560430', 'URBANK')",23
"('310065', 'BOWSTRING TWP')",141
"('560045', 'BUTLER TWP')",181
"('320005', 'ALBA TWP.')",104
"('20905', 'COLUMBUS P-1')",2722
"('270107', 'BLOOMINGTON W-3 P-29')",1399
"('550170', 'ROCHESTER W4 P9')",247
"('191760', 'EAGAN P-6A')",2010
"('150010', 'BEAR CREEK TWP')",80
"('90125', 'RED CLOVER UNORG')",160
"('610030', 'CYRUS')",149
"('50045', 'MAYHEW LAKE TWP')",546
"('360082', 'KOOCHICHING POLL 4')",318
"('470095', 'KINGSTON')",113
"('120135', 'WOODS TWP')",124
"('690973', 'UNORG. PRCT. 8')",30
"('170030', 'COMFREY')",6
"('760035', 'CASHEL TWP.')",85
"('192610', 'HASTINGS W-1 P-2')",1701
"('680060', 'GREENBUSH')",470
"('520010', 'BERNADOTTE TOWNSHIP')",161
"('621480', 'ST. PAUL W-7 P-06')",1361
"('810085', 'WASECA W-1 P-B')",515
"('621230', 'ST. PAUL W-5 P-08')",2269
"('691000', 'UNORG. PRCT. 13')",143
"('790145', 'WABASHA W-2')",564
"('70085', 'LYRA TWP')",219
"('110185', 'MOOSE LAKE TWP')",78
"('210040', 'BRANDON')",309
"('30090', 'EVERGREEN TWP')",155
"('100010', 'CAMDEN TWP')",585
"('40095', 'HAGALI TWP')",219
"('760100', 'KILDARE TWP.')",94
"('500070', 'AUSTIN TWP.')",577
"('250040', 'DENNISON')",112
"('192220', 'FARMINGTON P-2')",2552
"('350015', 'CARIBOU TWP')",24
"('220055', 'DUNBAR TWP.')",157
"('310140', 'GRAND RAPIDS P-1')",1324
"('272105', 'MINNETONKA W-1 P-D')",2057
"('650050', 'CAMP TWP.')",124
"('70015', 'BUTTERNUT VALLEY TWP')",196
"('20035', 'ANDOVER P-7')",1654
"('820410', 'WOODBURY P-08')",2982
"('470100', 'KINGSTON TWP.')",792
"('220070', 'ELMORE TWP.')",120
"('570120', 'THIEF RIVER FALLS (1A)')",343
"('22230', 'LINO LAKES P-6')",2052
"('490150', 'MOTLEY TOWNSHIP')",152
"('280075', 'LA CRESCENT P-2')",1115
"('110070', 'BYRON TWP')",91
"('640165', 'SWEDES FOREST TWP.')",80
"('350095', 'LAKE BRONSON')",110
"('250075', 'KENYON')",1010
